"name","playerid","new_L","L","Source","L_adj_rate"
"Juan Mercedes","sa3019563",0.0563,NA,NA,NA
"Juan Minaya","10341",0.0519,NA,NA,NA
"Juan Morillo","sa917772",1.0252,NA,NA,NA
"Juan Nunez","sa3015464",0.3925334,NA,NA,NA
"Juan Nunez","sa3019504",0.0735,NA,NA,NA
"Juan Nunez","sa828600",1.0265,NA,NA,NA
"Juan Oramas","sa3018853",0.061,NA,NA,NA
"Juan Ortega","sa3019190",0.0629,NA,NA,NA
"Juan Ozuna","sa3019085",0.0611,NA,NA,NA
"Juan Pablo Lopez","sa3004647",0.0705,NA,NA,NA
"Juan Pinto","sa3018295",0.0878,NA,NA,NA
"Juan Rasquin","sa3021781",0.0906,NA,NA,NA
"Juan Reynoso","sa3017790",0.0611,NA,NA,NA
"Juan Rodriguez","sa3016615",0.0587,NA,NA,NA
"Juan Rojas","sa3016285",0.0717,NA,NA,NA
"Juan Salas","sa3016216",0.0778,NA,NA,NA
"Juan Sanchez","sa3005444",1.0252,NA,NA,NA
"Juan Sanchez","sa3018360",0.0561,NA,NA,NA
"Juan Severino","sa3016290",0.0735,NA,NA,NA
"Juan Soto","sa3016025",0.0817,NA,NA,NA
"Juan Then","22828",1.61645833333333,2.068,"REZ1",0.781652965828498
"Juan Valera","sa3021570",0.0827,NA,NA,NA
"Juan Zapata","sa3005452",2.53385,NA,NA,NA
"Juanmi Vasquez","sa3020344",0.0657,NA,NA,NA
"Juaron WattsBrown","sa3023352",0.0761,NA,NA,NA
"Julian Aguiar","30031",3.94079166666667,3.464,"REZ1",1.1376419361047
"Julian Bosnic","sa3020734",0.0567,NA,NA,NA
"Julian Fernandez","18341",0.0483,NA,NA,NA
"Julian Garcia","sa918182",0.0513,NA,NA,NA
"Julian Merryweather","16703",2.28148705882353,1.83,"REZ1",1.24671423979428
"Julian Smith","sa3010129",0.0552,NA,NA,NA
"Julian Valdez","sa3010656",0.0577,NA,NA,NA
"Julio  Marte","sa3021740",0.076,NA,NA,NA
"Julio Bonilla","sa3011372",0.059,NA,NA,NA
"Julio Dilone","sa3015085",0.0566,NA,NA,NA
"Julio Frias","sa873218",0.0564,NA,NA,NA
"Julio Goff","sa3009247",0.0804,NA,NA,NA
"Julio Mendez","sa3019580",0.0818,NA,NA,NA
"Julio Ortiz","sa3009615",0.0572,NA,NA,NA
"Julio Pinto","sa736965",0.0512,NA,NA,NA
"Julio Polanco","sa3024522",0.0932,NA,NA,NA
"Julio Ramirez","sa3019194",0.0625,NA,NA,NA
"Julio Robaina","sa3006817",2.5343,NA,NA,NA
"Julio Rodriguez","sa3007992",2.0251,NA,NA,NA
"Julio Rosario","sa3021492",0.0575,NA,NA,NA
"Julio Teheran","6797",1.8635,3.52,"REZ1",0.529403409090909
"Julio Urias","14765",1.56264285714286,5.328,"REZ1",0.293288824538825
"Julio Zapata","sa3018364",0.0707,NA,NA,NA
"Junior Cerda","sa3016234",0.0558,NA,NA,NA
"Junior Fernandez","18496",0.0497,NA,NA,NA
"Junior Flores","sa3015479",0.0586,NA,NA,NA
"Junior Garcia","sa737032",0.05,NA,NA,NA
"Junior Guerra","5702",0.053,NA,NA,NA
"Junior Mieses","sa3005258",0.0572,NA,NA,NA
"Junior Montero","sa3008701",0.0581,NA,NA,NA
"Junior Pina","sa3016911",0.0626,NA,NA,NA
"Junior Sanchez","sa3022009",0.0607,NA,NA,NA
"Junior Santos","sa3005470",2.0283,NA,NA,NA
"Junior William","sa3016072",0.0577,NA,NA,NA
"Justin Anderson","16201",2.78829176470588,2.398,"REZ1",1.16275719962714
"Justin Armbruester","sa3017548",4.0365,NA,NA,NA
"Justin Bruihl","23779",1.42016666666667,0.896,"REZ1",1.58500744047619
"Justin Bullock","sa3005213",0.0753,NA,NA,NA
"Justin Caceres","sa3018838",0.0621,NA,NA,NA
"Justin Courtney","sa3015069",0.049,NA,NA,NA
"Justin Dillon","sa659283",0.0552,NA,NA,NA
"Justin Dunn","19268",0.0844,NA,NA,NA
"Justin Evans","sa3014795",0.0519,NA,NA,NA
"Justin Fall","sa3017540",0.0546,NA,NA,NA
"Justin Garza","19784",1.83404166666667,0.874,"REZ1",2.09844584286804
"Justin Grimm","11720",0.0518,NA,NA,NA
"Justin Hagenman","sa3008022",1.38545957142857,NA,NA,NA
"Justin Jarvis","sa3007775",3.53185,NA,NA,NA
"Justin Kelly","sa3017072",2.026,NA,NA,NA
"Justin King","sa3018278",1.25062,NA,NA,NA
"Justin Lange","sa3014517",0.0767,NA,NA,NA
"Justin Lasko","sa1052944",0.0669,NA,NA,NA
"Justin Lawrence","17639",3.46473882352941,2.16,"REZ1",1.60404575163399
"Justin Lawson","sa3023504",0.0517,NA,NA,NA
"Justin Lewis","sa3008577",0.0719,NA,NA,NA
"Justin Maese","sa875002",0.0502,NA,NA,NA
"Justin Martinez","24453",3.33157764705882,5.746,"REZ1",0.579808152986221
"Justin Meis","sa3017207",2.02745,NA,NA,NA
"Justin Militello","sa3023568",0.085,NA,NA,NA
"Justin Miller","8580",0.0524,NA,NA,NA
"Justin Nicolino","11754",0.0739,NA,NA,NA
"Justin Sanchez","sa3022416",0.0582,NA,NA,NA
"Justin Showalter","sa3025114",0.0574,NA,NA,NA
"Justin Slaten","25648",3.33025294117647,3.085,"REZ1",1.07949852226142
"Justin Steele","17312",7.32453058823529,6.698,"REZ1",1.09353995046809
"Justin Sterner","27694",2.14760117647059,1.838,"REZ1",1.16844460090892
"Justin Storm","sa3022797",0.0525,NA,NA,NA
"Justin Topa","15145",1.87549647058824,1.606,"REZ1",1.16780602153688
"Justin Verlander","8700",7.98913882352941,6.469,"REZ1",1.23498822438235
"Justin Wilson","4301",2.58563529411765,2.393,"REZ1",1.08049949607925
"Justin Wilson","sa3008166",0.0498,NA,NA,NA
"Justin Wrobleski","31204",2.31946141176471,2.426,"REZ1",0.95608467096649
"Justin Yeager","sa3010825",2.0256,NA,NA,NA
"Justus Sheffield","17285",3.0291,NA,NA,NA
"KC Hunt","sa3022937",2.0304,NA,NA,NA
"Kade McClure","sa915622",1.5266,NA,NA,NA
"Kade Mechals","sa3020322",0.0623,NA,NA,NA
"Kade Morris","sa3023206",5.03555,NA,NA,NA
"Kade Strowd","sa3011418",1.92945666666667,NA,NA,NA
"Kai Peterson","sa3023453",0.0532,NA,NA,NA
"Kai Wynyard","sa3015311",0.0537,NA,NA,NA
"KaiWei Lin","sa919537",0.0502,NA,NA,NA
"KaiWei Teng","24282",1.77992472727273,0.875,"REZ1",2.03419968831169
"Kaleb Bowman","sa3020745",2.527,NA,NA,NA
"Kaleb Ort","20061",2.63441647058824,2.512,"REZ1",1.04873267141251
"Kaleb Roper","sa3010110",0.0647,NA,NA,NA
"Kamdyn Perry","sa3023663",0.0788,NA,NA,NA
"Kamron Fields","sa3017919",0.063,NA,NA,NA
"Kannon Handy","sa3023178",0.0762,NA,NA,NA
"Karan Patel","sa1169765",0.0595,NA,NA,NA
"Karl Kauffmann","27488",4.6255,2.582,"REZ1",1.7914407436096
"Karlo Seijas","sa3006369",0.0676,NA,NA,NA
"Karlos Morales","sa3005285",0.0542,NA,NA,NA
"Karson Milbrandt","sa3020659",0.0873,NA,NA,NA
"Kasey Ford","sa3017099",1.0266,NA,NA,NA
"Kasey Kalich","sa1169633",0.0527,NA,NA,NA
"Kazuhisa Makita","19757",0.0517,NA,NA,NA
"Keagan Gillies","sa3017686",1.0254,NA,NA,NA
"Keaton Winn","23499",3.22375411764706,4.483,"REZ1",0.719106428205902
"Keegan Akin","19362",2.51329764705882,2.796,"REZ1",0.898890431709164
"Keegan Collett","sa3011192",0.0558,NA,NA,NA
"Keegan Curtis","sa3007833",0.0563,NA,NA,NA
"Keegan James","sa3011232",0.0568,NA,NA,NA
"Keegan Thompson","19795",2.90445058823529,3.756,"REZ1",0.773282904216
"Keegan Zinn","sa3023088",0.0888,NA,NA,NA
"Keeler Morfe","sa3022239",0.0815,NA,NA,NA
"Keiber Armas","sa3023848",0.0875,NA,NA,NA
"Keider Herrera","sa3019138",0.0614,NA,NA,NA
"Keider Montero","22630",3.62486823529412,6.385,"REZ1",0.567716246717951
"Keiner Leon","sa3016279",0.0583,NA,NA,NA
"Keith Rogalla","sa829753",0.053,NA,NA,NA
"Keiverson Ramirez","sa3022126",0.0879,NA,NA,NA
"Kelly Austin","sa3023264",0.0527,NA,NA,NA
"Kelvin Bautista","sa3006491",2.02505,NA,NA,NA
"Kelvin Caceres","24681",0.803177647058824,2.501,"REZ1",0.321142601782816
"Kelvin Carmona","sa3022140",0.063,NA,NA,NA
"Kelvin LaRoche","sa3010795",0.0576,NA,NA,NA
"Kelvin Nunez","sa3002816",0.0642,NA,NA,NA
"Kelvin Perez","sa3015154",0.0584,NA,NA,NA
"Kelvin Ramirez","sa3015492",0.0553,NA,NA,NA
"Kelvin Rosario","sa3022128",0.0843,NA,NA,NA
"Kelvis Salcedo","sa3021531",0.0865,NA,NA,NA
"Ken Giles","12910",1.0246,NA,NA,NA
"Ken Waldichuk","27681",2.29567333333333,2.58,"REZ1",0.889795865633075
"Kendal Meza","sa3022125",0.0928,NA,NA,NA
"Kendall Graveman","15514",2.6574,2.488,"REZ1",1.06808681672026
"Kendall Williams","sa3011674",3.0392,NA,NA,NA
"Kendeglys Virguez","sa3018351",0.058,NA,NA,NA
"Kendry Rojas","sa3016746",0.0713,NA,NA,NA
"Keneth Quintanilla","sa3016796",0.0611,NA,NA,NA
"Keninson Diaz","sa3019143",0.0605,NA,NA,NA
"Kenley Jansen","3096",3.04135411764706,3.391,"REZ1",0.896890037642896
"Kenny Hernandez","sa943755",0.0673,NA,NA,NA
"Kenny Pinto","sa3015420",0.0916,NA,NA,NA
"Kenny Rosenberg","20009",1.94885872727273,0.189,"REZ1",10.3114218374218
"Kent Emanuel","15849",1.3705,0.603,"REZ1",2.27280265339967
"Kent Hasler","sa3015089",0.0507,NA,NA,NA
"Kenta Maeda","18498",4.80757882352941,7.955,"REZ1",0.604346803712057
"Kenten Egbert","sa3023500",0.0763,NA,NA,NA
"Kenya Huggins","sa3020609",0.0573,NA,NA,NA
"Kenyi Perez","sa3016008",0.0593,NA,NA,NA
"Kenyon Yovan","sa3016839",1.5268,NA,NA,NA
"Keone Kela","14696",0.0499,NA,NA,NA
"Kervin Castro","21656",0.0509,NA,NA,NA
"Keuri Almonte","sa3021779",0.0908,NA,NA,NA
"Kevin Abel","sa3017879",4.0388,NA,NA,NA
"Kevin Briceno","sa3017317",0.0894,NA,NA,NA
"Kevin Camacho","sa3021577",0.0617,NA,NA,NA
"Kevin Coulter","sa3010115",0.0515,NA,NA,NA
"Kevin Gadea","sa735841",0.052,NA,NA,NA
"Kevin Garcia","sa3006516",0.0604,NA,NA,NA
"Kevin Gausman","14107",10.2919294117647,9.794,"REZ1",1.05084025033334
"Kevin Ginkel","19876",2.83975647058824,3.434,"REZ1",0.826952961732159
"Kevin Gowdy","sa917928",1.52625,NA,NA,NA
"Kevin Herget","15369",1.98036364705882,2.093,"REZ1",0.946184255642056
"Kevin Kelly","25679",2.56482470588235,3.812,"REZ1",0.672829146348991
"Kevin Kopps","sa3017005",1.52545,NA,NA,NA
"Kevin Malisheski","sa919034",0.0552,NA,NA,NA
"Kevin Milam","sa3010819",0.0551,NA,NA,NA
"Kevin Miranda","sa3020757",2.5336,NA,NA,NA
"Kevin Rodriguez","sa3008683",0.056,NA,NA,NA
"Kevin Smith","sa3007710",0.0636,NA,NA,NA
"Kevin Stevens","sa3020613",1.0242,NA,NA,NA
"Kevin Tejada","sa3022046",0.0613,NA,NA,NA
"Kevin Valdez","sa3019052",0.0787,NA,NA,NA
"Kevin Velasco","sa3021524",0.0867,NA,NA,NA
"Kevison Hernandez","sa3016620",0.0753,NA,NA,NA
"Keylan Killgore","sa3008069",2.52485,NA,NA,NA
"Keynan Middleton","15264",0.910499882352941,1.796,"REZ1",0.506959845408096
"Keyner Benitez","sa3021795",0.0823,NA,NA,NA
"Keyshawn Askew","sa3017916",2.52505,NA,NA,NA
"Keythel Key","sa3016282",0.0736,NA,NA,NA
"Keywill Cedeno","sa3021763",0.0606,NA,NA,NA
"Khristian Curtis","sa3023473",0.0836,NA,NA,NA
"Khristian Guevara","sa3019122",0.0776,NA,NA,NA
"Kikito Severino","sa3016030",0.0725,NA,NA,NA
"Kinn Omosako","sa3016948",0.0612,NA,NA,NA
"Kirby Snead","19179",1.12577145454545,0.923,"REZ1",1.2196873830395
"Kirby Yates","9073",2.98020352941176,4.671,"REZ1",0.638022592466659
"Kirk McCarty","20555",0.0549,NA,NA,NA
"Kleiber Olmedo","sa3022420",0.0671,NA,NA,NA
"Kleyderve Andrade","sa3019745",0.0559,NA,NA,NA
"Kobe Robinson","sa3017764",0.0561,NA,NA,NA
"Kodai Senga","31838",6.83976117647059,3.533,"REZ1",1.93596410316179
"Kodi Whitley","19731",0.0528,NA,NA,NA
"Kody Clemens","20572",0,NA,NA,NA
"Kody Funderburk","24993",1.88210058823529,1.92,"REZ1",0.980260723039216
"Koen Moreno","sa3014509",0.0576,NA,NA,NA
"Kohei Arihara","27505",0.0653,NA,NA,NA
"Kohl Drake","sa3021723",3.53195,NA,NA,NA
"Kohl Franklin","sa3008335",0.0706,NA,NA,NA
"Kohl Simas","sa3016949",0.078,NA,NA,NA
"Kohl Stewart","15502",0.0689,NA,NA,NA
"Kolby Allard","18694",2.03438823529412,3.22,"REZ1",0.631797588600658
"Kolby Kubichek","sa3017271",0.0522,NA,NA,NA
"Kole Ramage","sa3020262",0.0603,NA,NA,NA
"Kolton Curtis","sa3022381",0.0804,NA,NA,NA
"Kolton Ingram","26068",2.02770833333333,2.048,"REZ1",0.990091959635417
"Konner Wade","14655",0.0527,NA,NA,NA
"Konnor Ash","sa3017503",1.5331,NA,NA,NA
"Konnor Pilkington","21453",2.39508333333333,1.746,"REZ1",1.37175448644521
"Kris Anglin","sa3017612",0.0789,NA,NA,NA
"Kris Bubic","21455",4.93728705882353,3.339,"REZ1",1.47867237461022
"Krisspy Valdez","sa3019116",0.0617,NA,NA,NA
"Kristian Cardozo","sa3014706",0.0606,NA,NA,NA
"Kristofer Bow","sa3020607",0.0571,NA,NA,NA
"Kumar Nambiar","sa3010666",0.0597,NA,NA,NA
"Kumar Rocker","31843",5.10196705882353,4.502,"REZ1",1.13326678339039
"Kutter Crawford","20531",7.91367294117647,7.992,"REZ1",0.990199316964023
"Kwang Hyun Kim","27458",0.0662,NA,NA,NA
"Ky Bush","29823",2.99597,4.42,"REZ1",0.677821266968326
"Kyle Amendt","sa3022904",1.67236333333333,NA,NA,NA
"Kyle Backhus","sa3017068",1.5246,NA,NA,NA
"Kyle Barraclough","13713",1.94283333333333,1.528,"REZ1",1.27148778359511
"Kyle Bird","16618",0.052,NA,NA,NA
"Kyle Bischoff","sa3022176",1.52555,NA,NA,NA
"Kyle Bradish","24586",2.16561235294118,5.374,"REZ1",0.402979596751242
"Kyle Brnovich","sa3014923",2.03285,NA,NA,NA
"Kyle Carr","sa3023444",0.0729,NA,NA,NA
"Kyle Cody","19686",2.0252,NA,NA,NA
"Kyle Crick","13182",0.0512,NA,NA,NA
"Kyle Crigger","sa3019884",0.0543,NA,NA,NA
"Kyle Dohy","20334",0.0515,NA,NA,NA
"Kyle Dowdy","19285",0.0501,NA,NA,NA
"Kyle Finnegan","15009",3.81781647058824,4.358,"REZ1",0.876047836298356
"Kyle Freeland","16256",10.5421176470588,9.707,"REZ1",1.08603251746769
"Kyle Funkhouser","19456",0.0505,NA,NA,NA
"Kyle Gibson","10123",8.41599176470588,9.745,"REZ1",0.863621525367459
"Kyle Glogoski","sa3007464",0.0512,NA,NA,NA
"Kyle Harrison","27758",7.55092117647059,7.846,"REZ1",0.962391177220315
"Kyle Hart","19646",5.00547,NA,NA,NA
"Kyle Hendricks","12049",8.46516705882353,6.669,"REZ1",1.26933079304596
"Kyle Hill","sa3009922",1.5258,NA,NA,NA
"Kyle Hurt","27514",1.604625,2.008,"REZ1",0.799116035856574
"Kyle Johnson","sa921678",0.0524,NA,NA,NA
"Kyle Johnston","sa3004571",0.056,NA,NA,NA
"Kyle Jones","sa3020556",2.53525,NA,NA,NA
"Kyle Keller","18890",0.0521,NA,NA,NA
"Kyle Kubat","sa827380",0.0675,NA,NA,NA
"Kyle Larsen","sa3021983",0.0847,NA,NA,NA
"Kyle Leahy","24763",2.81044470588235,2.534,"REZ1",1.1090942012164
"Kyle Luckham","sa3020378",4.5366,NA,NA,NA
"Kyle Marman","sa3008668",0.0565,NA,NA,NA
"Kyle McGowin","15071",2.02545,NA,NA,NA
"Kyle Molnar","sa3014909",0.0549,NA,NA,NA
"Kyle Mora","sa3018281",0.0521,NA,NA,NA
"Kyle Muller","20167",2.11451555555556,2.811,"REZ1",0.752228941855409
"Kyle Nelson","20515",1.67168623529412,1.571,"REZ1",1.06409053806118
"Kyle Nicolas","27775",1.93058705882353,1.006,"REZ1",1.91907262308502
"Kyle Ryan","11753",0.0527,NA,NA,NA
"Kyle Scott","sa3023049",0.0795,NA,NA,NA
"Kyle Tyler","22092",1.90306141176471,1.985,"REZ1",0.958721114239146
"Kyle Virbitsky","sa3017491",2.5253,NA,NA,NA
"Kyle Whitten","sa3016936",2.02755,NA,NA,NA
"Kyle Wilcox","sa857699",1.02575,NA,NA,NA
"Kyle Wilson","sa875768",0.063,NA,NA,NA
"Kyle Wright","19665",5.10110235294118,3.847,"REZ1",1.32599489288827
"Kyle Zimmer","14169",0.0525,NA,NA,NA
"Kyle Zurak","sa3004864",0.0508,NA,NA,NA
"LJ McDonough","sa3023172",0.052,NA,NA,NA
"Lachlan Wells","sa877857",3.03345,NA,NA,NA
"Lael Lockhart","sa3017502",4.03365,NA,NA,NA
"Lake Bachar","19222",3.17548,1.703,"REZ1",1.8646388725778
"Lance Lynn","2520",7.81803058823529,8.062,"REZ1",0.969738351306784
"Lance McCullers Jr","14120",4.01346571428571,NA,NA,NA
"Landany Alfonseca","sa3019191",0.0628,NA,NA,NA
"Landen Roupp","30076",3.23639294117647,4.972,"REZ1",0.650923761298566
"Landon Harper","sa3020404",2.02855,NA,NA,NA
"Landon Knack","27487",3.25030729411765,5.256,"REZ1",0.6183994090787
"Landon Leach","sa3005243",0.0758,NA,NA,NA
"Landon Marceaux","sa3017913",0.0708,NA,NA,NA
"Landon Sims","sa3021979",0.0553,NA,NA,NA
"Landon Tomkins","sa3022798",0.0567,NA,NA,NA
"Lane Ramsey","25071",1.74883333333333,2.862,"REZ1",0.611052876776147
"Larson Kindreich","sa3017505",1.52555,NA,NA,NA
"Layne Henderson","sa3007718",1.0254,NA,NA,NA
"Layonel Ovalles","sa3015993",0.0526,NA,NA,NA
"Lazaro Estrada","sa3005471",3.03455,NA,NA,NA
"Leam Mendez","sa3019432",0.0561,NA,NA,NA
"Leandro Lopez","sa3016748",0.0712,NA,NA,NA
"Ledwin Gonzalez","sa3022043",0.0616,NA,NA,NA
"Ledwin Taveras","sa3019065",0.0903,NA,NA,NA
"Lenin Mendez","sa3021777",0.0621,NA,NA,NA
"Lenny Torres Jr","sa3008329",2.5265,NA,NA,NA
"Leodarlyn Colon","sa3019719",0.0951,NA,NA,NA
"Leomar Rosario","sa3019127",0.0776,NA,NA,NA
"Leon Hunter Jr","sa3010260",0.0508,NA,NA,NA
"Leonard Garcia","sa3015156",0.0603,NA,NA,NA
"Leonardo Lugo","sa3018340",0.0813,NA,NA,NA
"Leonardo Pestana","sa3005456",1.0245,NA,NA,NA
"Leonardo Rossel","sa3022317",0.0735,NA,NA,NA
"Leonardo Taveras","sa3002934",1.52665,NA,NA,NA
"Leonel Sequera","sa3019268",0.0773,NA,NA,NA
"Leoni De La Cruz","sa3016070",0.0568,NA,NA,NA
"Lester Nin","sa3019371",0.077,NA,NA,NA
"Leudy Tirado","sa3022241",0.0858,NA,NA,NA
"Leuris Portorreal","sa3021520",0.0929,NA,NA,NA
"Leury Tejada","sa3007935",0.0642,NA,NA,NA
"Levi Prater","sa3014861",0.0569,NA,NA,NA
"Levi Stoudt","25650",3.339875,2.371,"REZ1",1.4086355967946
"Levi Thomas","sa3014801",0.0726,NA,NA,NA
"Levi Wells","sa3023441",0.074,NA,NA,NA
"Lewis Sifontes","sa3021016",0.0916,NA,NA,NA
"Lewis Thorpe","15906",0.07,NA,NA,NA
"Liam Doolan","sa3020947",0.0571,NA,NA,NA
"Liam Hendriks","3548",3.23154588235294,3.349,"REZ1",0.964928600284545
"Liam Jenkins","sa3007458",0.057,NA,NA,NA
"Liam Norris","sa3014543",0.0582,NA,NA,NA
"Liam Simon","sa3020256",0.0774,NA,NA,NA
"Liam Sullivan","sa3022952",0.0802,NA,NA,NA
"Lincoln Henzman","sa3005187",2.026,NA,NA,NA
"Liomar Martinez","sa3019612",0.0915,NA,NA,NA
"Lisander Brito","sa3008704",0.0613,NA,NA,NA
"Lisander De La Cruz","sa3015361",0.0663,NA,NA,NA
"Lisandro Almonte","sa3015497",0.0566,NA,NA,NA
"Lisandro Santos","sa945728",0.0495,NA,NA,NA
"Lisnerkin Lantigua","sa3019258",0.0622,NA,NA,NA
"Listher Sosa","sa3009725",2.02625,NA,NA,NA
"Liu Fuenmayor","sa3003126",0.0502,NA,NA,NA
"Livan Reinoso","sa3020331",0.0548,NA,NA,NA
"Ljay Newsome","19942",0.0528,NA,NA,NA
"Lluveres Severino","sa3020601",0.0613,NA,NA,NA
"Locke St John","16850",0.0528,NA,NA,NA
"Logan Allen","18555",2.35854166666667,1.527,"REZ1",1.54455904824274
"Logan Allen","27589",3.60718470588235,5.787,"REZ1",0.623325506459712
"Logan Boyer","sa3015002",0.524,NA,NA,NA
"Logan Britt","sa3023170",0.0861,NA,NA,NA
"Logan Clayton","sa3020890",2.53595,NA,NA,NA
"Logan Cozart","sa875283",0.0511,NA,NA,NA
"Logan Evans","sa3023077",1.873815,NA,NA,NA
"Logan Gilbert","22250",9.02328352941177,8.204,"REZ1",1.09986391143488
"Logan Gillaspie","22461",1.5185,1.486,"REZ1",1.02187079407806
"Logan Gragg","sa3010306",2.5271,NA,NA,NA
"Logan Henderson","sa3020080",1.69514633333333,NA,NA,NA
"Logan Hofmann","sa3014852",0.0587,NA,NA,NA
"Logan Lyle","sa3018267",0.0604,NA,NA,NA
"Logan Martin","sa3023213",0.0774,NA,NA,NA
"Logan Rinehart","sa3010255",1.0247,NA,NA,NA
"Logan Sawyer","sa829628",0.0507,NA,NA,NA
"Logan Shore","sa738442",0.0738,NA,NA,NA
"Logan VanWey","sa3019956",1.50690466666667,NA,NA,NA
"Logan Verrett","12905",0.0698,NA,NA,NA
"Logan Webb","17995",9.61090235294118,9.839,"REZ1",0.976816988814024
"Logan Workman","sa3017313",4.03655,NA,NA,NA
"Lorenzo Encarnacion","sa3015498",0.0801,NA,NA,NA
"Lou Trivino","15043",3.31830714285714,NA,NA,NA
"Louis Head","13259",0.0523,NA,NA,NA
"Louis Varland","27691",3.87272285714286,NA,NA,NA
"Luarbert Arias","sa3007599",2.83895371428571,NA,NA,NA
"Lucas Braun","sa3022996",3.03055,NA,NA,NA
"Lucas Erceg","19360",3.32722352941176,4.8,"REZ1",0.693171568627451
"Lucas Gilbreath","21290",2.23758588235294,1.852,"REZ1",1.20819972049295
"Lucas Giolito","15474",7.53375764705882,5.167,"REZ1",1.45805257345826
"Lucas Gordillo","sa3021549",0.0568,NA,NA,NA
"Lucas Gordon","sa3023036",0.0858,NA,NA,NA
"Lucas Jacobsen","sa918634",0.0536,NA,NA,NA
"Lucas Knowles","sa3011676",2.03365,NA,NA,NA
"Lucas Luetge","8337",1.78583333333333,3.094,"REZ1",0.57719241542771
"Lucas Sims","13470",3.24217294117647,1.999,"REZ1",1.62189741929788
"Lucas Wepf","sa3020704",2.02435,NA,NA,NA
"Luciano Romero","sa3018848",0.0626,NA,NA,NA
"Ludwin Jimenez","sa3005856",0.0579,NA,NA,NA
"Luichi Casilla","sa3018332",0.0806,NA,NA,NA
"Luifer Romero","sa3018349",0.083,NA,NA,NA
"Luigi Hernandez","sa3016022",0.0654,NA,NA,NA
"Luimy Munoz","sa3021803",0.0822,NA,NA,NA
"Luinder Avila","sa3006507",1.689874,NA,NA,NA
"Luis A Reyes","sa3019049",0.0587,NA,NA,NA
"Luis A Rodriguez","sa3016064",0.0559,NA,NA,NA
"Luis Aguilar","sa3018893",0.0618,NA,NA,NA
"Luis Aguilar","sa3020982",0.0831,NA,NA,NA
"Luis Alcala","sa3011880",0.0687,NA,NA,NA
"Luis Almonte","sa3009525",0.0574,NA,NA,NA
"Luis Amaya","sa872809",0.0502,NA,NA,NA
"Luis Amoroso","sa3005889",0.0597,NA,NA,NA
"Luis Angel Rodriguez","sa3005435",3.03355,NA,NA,NA
"Luis Arejula","sa3016619",0.0558,NA,NA,NA
"Luis Arestigueta","sa3021521",0.0787,NA,NA,NA
"Luis Avila","sa3021805",0.0569,NA,NA,NA
"Luis Avilan","2882",0.0513,NA,NA,NA
"Luis Baldiris","sa3016814",0.0611,NA,NA,NA
"Luis Barroso","sa3005697",0.0612,NA,NA,NA
"Luis Beltran","sa3021509",0.0612,NA,NA,NA
"Luis Bermudez","sa3018317",0.0842,NA,NA,NA
"Luis Carias","sa3021006",0.0954,NA,NA,NA
"Luis Carrasco","sa1172127",0.0753,NA,NA,NA
"Luis Castillo","15689",9.32411647058824,7.23,"REZ1",1.2896426653649
"Luis Castillo","sa3022358",0.0727,NA,NA,NA
"Luis Cepeda","sa3006132",0.0767,NA,NA,NA
"Luis Cesar","sa3018368",0.0929,NA,NA,NA
"Luis Cessa","13345",3.08120833333333,3.311,"REZ1",0.930597503271922
"Luis Cohen","sa3019269",0.0853,NA,NA,NA
"Luis Contreras","25839",1.55727670588235,1.06,"REZ1",1.46912896781354
"Luis Curvelo","sa3008169",1.16395957142857,NA,NA,NA
"Luis De Avila","sa3005839",4.03055,NA,NA,NA
"Luis De Aza","sa3021038",0.0618,NA,NA,NA
"Luis De La Cruz","sa3020981",0.0603,NA,NA,NA
"Luis De La Rosa","sa3009778",0.071,NA,NA,NA
"Luis De Leon","sa3019283",0.0677,NA,NA,NA
"Luis Devers","sa3005694",0.0657,NA,NA,NA
"Luis Diaz","sa3015146",0.0612,NA,NA,NA
"Luis Espinoza","sa3021043",0.0724,NA,NA,NA
"Luis Espinoza","sa3024262",0.0915,NA,NA,NA
"Luis F Castillo","20638",0.0502,NA,NA,NA
"Luis F Ortiz","16942",1.09520833333333,1.455,"REZ1",0.752720504009164
"Luis Flores","sa3018818",0.0608,NA,NA,NA
"Luis Frias","21997",1.84329588235294,1.934,"REZ1",0.953100249406898
"Luis Garcia","23735",5.58800352941176,4.578,"REZ1",1.22062112918562
"Luis Garcia","6984",1.60402694117647,3.575,"REZ1",0.448678864664747
"Luis Garcia","sa3015468",0.0606,NA,NA,NA
"Luis Garcia","sa3021753",0.0614,NA,NA,NA
"Luis Gastelum","sa3020964",0.0544,NA,NA,NA
"Luis German","sa3019658",0.0581,NA,NA,NA
"Luis Gil","21052",7.17526941176471,6.244,"REZ1",1.14914628631722
"Luis Gomez","sa3006376",0.0605,NA,NA,NA
"Luis Gonzalez","sa3019164",0.0748,NA,NA,NA
"Luis Gonzalez","sa550522",1.282775,NA,NA,NA
"Luis Guerrero","31184",2.481552,2.753,"REZ1",0.901399200871776
"Luis Guevara","sa3021011",0.0613,NA,NA,NA
"Luis Gutierrez","sa3016469",0.0735,NA,NA,NA
"Luis Hernandez","sa3018812",0.058,NA,NA,NA
"Luis Jerez","sa3021495",0.0723,NA,NA,NA
"Luis Joseph","sa3016228",0.0616,NA,NA,NA
"Luis L Ortiz","27646",7.30202941176471,5.055,"REZ1",1.44451620410776
"Luis Ledo","sa740812",1.5289,NA,NA,NA
